,technology,year,cap_mean_base,fix_mean_base,fix_mean_US,fix_min_US,fix_max_US,US_scenario,cap_par_unit,cap_min_US,cap_mean_US,cap_max_US,cap_factor,fix_factor,cap_min_final,cap_max_final,fix_min_final,fix_max_final
92,Large Hydropower Plant (Dam) (>100MW),2040,95.12937595129378,2.8538812785388132,17.82,17.82,17.82,Conservative,$/kW,3089.0,3256.0,3423.0,0.029216638805679908,0.16015046456446763,90.25019727074523,100.00855463184233,2.8538812785388132,2.8538812785388132
93,Large Hydropower Plant (Dam) (>100MW),2050,95.12937595129378,2.8538812785388132,17.82,17.82,17.82,Moderate,$/kW,3089.0,3256.0,3423.0,0.029216638805679908,0.16015046456446763,90.25019727074523,100.00855463184233,2.8538812785388132,2.8538812785388132
94,Large Hydropower Plant (Dam) (>100MW),2050,95.12937595129378,2.8538812785388132,17.82,17.82,17.82,Advanced,$/kW,2719.0,2866.0,3012.0,0.033192385188867336,0.16015046456446763,90.25009532853029,99.97546418886841,2.8538812785388132,2.8538812785388132
95,Large Hydropower Plant (Dam) (>100MW),2050,95.12937595129378,2.8538812785388132,17.82,17.82,17.82,Conservative,$/kW,3089.0,3256.0,3423.0,0.029216638805679908,0.16015046456446763,90.25019727074523,100.00855463184233,2.8538812785388132,2.8538812785388132
96,Medium Hydropower Plant (10-100MW),2025,79.27447995941148,2.3782343987823444,78.0726459812152,29.9657794597124,154.25247496246627,Moderate,$/kW,4033.0,6576.0,11373.0,0.012055121648328997,0.030461813723523135,48.618305607710845,137.10289850644568,0.9128119919819349,4.698810158699064
97,Medium Hydropower Plant (10-100MW),2025,79.27447995941148,2.3782343987823444,78.0726459812152,29.9657794597124,154.25247496246627,Advanced,$/kW,4033.0,6576.0,11373.0,0.012055121648328997,0.030461813723523135,48.618305607710845,137.10289850644568,0.9128119919819349,4.698810158699064
98,Medium Hydropower Plant (10-100MW),2025,79.27447995941148,2.3782343987823444,78.0726459812152,29.9657794597124,154.25247496246627,Conservative,$/kW,4033.0,6576.0,11373.0,0.012055121648328997,0.030461813723523135,48.618305607710845,137.10289850644568,0.9128119919819349,4.698810158699064
99,Medium Hydropower Plant (10-100MW),2030,79.27447995941148,2.3782343987823444,78.0726459812152,29.9657794597124,154.25247496246627,Moderate,$/kW,4322.0,7047.0,10666.0,0.011249394062638212,0.030461813723523135,48.61988113872235,119.98603707209917,0.9128119919819349,4.698810158699064
100,Medium Hydropower Plant (10-100MW),2030,79.27447995941148,2.3782343987823444,74.16900808249574,28.46749405014596,146.5398104895523,Advanced,$/kW,4381.0,7143.0,9461.0,0.011098205230213003,0.032065069498261496,48.62123711356317,105.00011968304523,0.9128121751592758,4.698809207609564
101,Medium Hydropower Plant (10-100MW),2030,79.27447995941148,2.3782343987823444,78.0726459812152,29.9657794597124,154.25247496246627,Conservative,$/kW,4033.0,6576.0,11373.0,0.012055121648328997,0.030461813723523135,48.618305607710845,137.10289850644568,0.9128119919819349,4.698810158699064
102,Medium Hydropower Plant (10-100MW),2040,79.27447995941148,2.3782343987823444,74.94974304360792,28.76714705958019,148.0823637465304,Moderate,$/kW,4427.0,7218.0,9561.0,0.010982887220755261,0.031731054733551506,48.62124172628354,105.00738471764106,0.9128119178756643,4.698809589114839
103,Medium Hydropower Plant (10-100MW),2040,79.27447995941148,2.3782343987823444,67.4547627577935,25.89043948046053,133.2741171906797,Advanced,$/kW,3984.0,6496.0,8690.0,0.012203583737594132,0.035256730608063266,48.61907761057502,106.049142679693,0.9128122500869623,4.698809646819248
104,Medium Hydropower Plant (10-100MW),2040,79.27447995941148,2.3782343987823444,78.0726459812152,29.9657794597124,154.25247496246627,Conservative,$/kW,4033.0,6576.0,11373.0,0.012055121648328997,0.030461813723523135,48.618305607710845,137.10289850644568,0.9128119919819349,4.698810158699064
